window,t0,t1,width,S0,E0,I0,S1,E1,I1,transformed_scale_S,transformed_scale_E,transformed_scale_I,physics,res_S,res_E,res_I,endpoint_physics,bound,abs_rms_res_S_people_per_time,abs_rms_res_E_people_per_time,abs_rms_res_I_people_per_time,train_seconds,lbfgs_function_evals
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.00000000000001,4999276.585680136,0.790662955791082,2.413511284909749,0.06,0.26,0.15000000000000002,3.360736652878011e-05,7.065943031429422e-06,6.864240532614944e-06,1.967718296473574e-05,4.789079617821903e-07,0.0,0.11124266602736507,0.033874203726175826,0.06705912579157952,48.76814741999988,638
1,250.0,600.0,350.0,4999276.585680136,0.790662955791082,2.413511284909749,4999483.792126597,0.0019391725221533818,0.00590900751114739,0.06,0.26,0.15000000000000002,3.673919183764694e-07,5.952160214903234e-09,1.9086308686401437e-07,1.705766712975518e-07,2.3969666993860133e-07,0.0,0.0029544369440343086,4.76313083503385e-05,5.4320253237010587e-05,50.31604779200006,750
2,600.0,1090.0,490.0,4999483.792126597,0.0019391725221533818,0.00590900751114739,4999683.663223879,4.304090295112465e-07,1.310972660171903e-06,0.06,0.26,0.15000000000000002,3.080138995085915e-07,2.2272257981484193e-09,4.579169865975111e-08,2.5999497505069194e-07,4.495026650546866e-08,0.0,0.0011239020691886199,1.206706587380019e-08,4.909946104814848e-08,50.40310925199992,751
3,1090.0,1776.0,686.0,4999683.663223879,4.304090295112465e-07,1.310972660171903e-06,4999840.682713959,4.986389170763778e-09,1.3605778165724138e-08,0.06,0.26,0.15000000000000002,7.602054826859511e-07,9.42855376036713e-10,4.5309678373284674e-07,3.061658435770676e-07,5.5590655298633996e-08,0.0,0.00040233066924047587,4.1821698432945337e-10,2.333407859357788e-10,49.92466390000027,750
4,1776.0,2736.3999999999996,960.3999999999996,4999840.682713959,4.986389170763778e-09,1.3605778165724138e-08,4999939.021605982,2.835787679702165e-09,7.743167907019781e-09,0.06,0.26,0.15000000000000002,6.046260966836656e-08,8.629857021135804e-10,3.0900799293238034e-08,2.8698824673014943e-08,7.077780244474314e-10,0.0,0.00022344737441198817,4.712351177797772e-10,2.1162593626317974e-10,49.38368709600036,694
5,2736.3999999999996,4080.959999999999,1344.5599999999995,4999939.021605982,2.835787679702165e-09,7.743167907019781e-09,4999984.107742037,2.0922424109801557e-09,5.70974546004176e-09,0.06,0.26,0.15000000000000002,6.190199227751792e-08,8.416225753706269e-10,1.7239102275895346e-08,4.382126742625195e-08,2.720066339739702e-10,0.0,8.852893656744239e-05,4.0362012982920184e-10,1.8512788342578066e-10,50.968222575000254,751
6,4080.959999999999,5963.343999999998,1882.383999999999,4999984.107742037,2.0922424109801557e-09,5.70974546004176e-09,4999997.580524687,1.5304811893287872e-09,4.182800338844298e-09,0.06,0.26,0.15000000000000002,5.9283128046357885e-08,1.2627901376402342e-09,2.2983798727048088e-08,3.503653918166956e-08,1.3686703079277359e-09,0.0,2.5652754269714095e-05,3.4615842215344857e-10,1.6096060882765003e-10,49.28004167200015,680
7,5963.343999999998,8598.681599999996,2635.337599999998,4999997.580524687,1.5304811893287872e-09,4.182800338844298e-09,4999999.826553201,1.1132593946224769e-09,3.0206223610823472e-09,0.06,0.26,0.15000000000000002,3.582106469190188e-08,2.51255112650408e-09,1.763326348978348e-08,1.5675250075614324e-08,8.071960743418967e-10,0.0,3.587599863267264e-06,2.9718179081083755e-10,1.3945682216881145e-10,49.8386666209999,693
8,8598.681599999996,11598.681599999996,3000.0,4999999.826553201,1.1132593946224769e-09,3.0206223610823472e-09,4999999.991371068,9.726503330679144e-10,2.670160312864292e-09,0.06,0.26,0.15000000000000002,1.9314400943163675e-08,4.1898329446994497e-10,1.0823168445000201e-08,8.072249203693528e-09,1.0107522926176415e-09,0.0,1.9129534779382518e-07,2.80593440420307e-10,1.3186720270661553e-10,49.618975282000065,705
9,11598.681599999996,14598.681599999996,3000.0,4999999.991371068,9.726503330679144e-10,2.670160312864292e-09,4999999.99956962,9.776835058888813e-10,2.6774114481844624e-09,0.06,0.26,0.15000000000000002,8.178637274917326e-08,4.379222109608452e-10,4.64746152951723e-08,3.4873835243040125e-08,5.543305658340094e-10,0.0,6.694402556198922e-09,2.807303868386182e-10,1.3192337299094053e-10,49.64980951300004,694
10,14598.681599999996,17598.681599999996,3000.0,4999999.99956962,9.776835058888813e-10,2.6774114481844624e-09,4999999.999978274,9.797698687914046e-10,2.678850725791271e-09,0.06,0.26,0.15000000000000002,5.448369948855576e-08,1.438423631338461e-09,2.8699252793213035e-08,2.4346023064004264e-08,5.765409740368367e-10,0.0,8.203552414611279e-10,2.8101858384289704e-10,1.3180728287683702e-10,48.42268503300011,633
11,17598.681599999996,20000.0,2401.3184000000037,4999999.999978274,9.797698687914046e-10,2.678850725791271e-09,4999999.999997687,1.2126864946813393e-09,3.316045348312405e-09,0.06,0.26,0.15000000000000002,3.174903029433572e-08,1.5013354656673681e-09,1.5827722020385375e-08,1.4419972808282984e-08,3.219273707530989e-10,0.0,3.711534752690348e-11,3.1005713182502606e-10,1.451248092348876e-10,51.17666825000015,718
