component,rel_l2,r2,rmse,nrmse,max_abs_error,regime,d,R0,m_label,m,seed
S,3.4368889000298783e-07,0.9999517010785707,1.718385080727352,0.002268474593969052,6.784425653517246,DFE,0.1,0.5999999999999999,m=0,0.0,1
E,0.009739253485663088,0.9999027265501409,0.08306281494115382,0.0004153140747057691,0.843410677564421,DFE,0.1,0.5999999999999999,m=0,0.0,1
I,0.01430200074017844,0.9997868430903512,0.23675973413701373,0.0016592452118358995,2.515379481280064,DFE,0.1,0.5999999999999999,m=0,0.0,1
