component,rel_l2,r2,rmse,nrmse,max_abs_error,regime,d,R0,m_label,m,seed
S,0.001666477356984933,0.9995544449273323,7286.034327527496,0.006021255904777318,27524.169412492774,EE,0.001,1.188118811881188,m=0,0.0,0
E,0.021967752381120517,0.9987755159955007,188.3868387121136,0.007157975380507981,651.6407757756406,EE,0.001,1.188118811881188,m=0,0.0,0
I,0.022211932472137055,0.9987512055467026,378.7794217137142,0.007199024917528912,1296.8186134752323,EE,0.001,1.188118811881188,m=0,0.0,0
