window,t0,t1,width,S0,E0,I0,S1,E1,I1,transformed_scale_S,transformed_scale_E,transformed_scale_I,physics,res_S,res_E,res_I,endpoint_physics,bound,abs_rms_res_S_people_per_time,abs_rms_res_E_people_per_time,abs_rms_res_I_people_per_time,train_seconds,lbfgs_function_evals,regime,media_arg,seed,run_dir
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993704.194531598,479.6903254188344,857.7476174830964,0.06,0.161,0.15,3.934097041219095e-05,1.561275055063998e-05,6.143878807475763e-06,1.7584341054075206e-05,6.188730867880571e-07,0.0,0.5292221814932496,0.0905591954114955,0.1599486377232951,49.74924108400046,626,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
1,250.0,600.0,350.0,4993704.194531598,479.6903254188344,857.7476174830964,4943303.676545801,3588.2725343359707,6475.462431273182,0.06,0.161,0.15,1.0021667226629609e-07,1.4599979989120236e-08,1.2285449156413062e-08,7.33312431207628e-08,3.0646418838005624e-08,0.0,0.0995352695893972,0.0237973427118231,0.0813362987890543,51.57317721999971,750,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
2,600.0,1090.0,490.0,4943303.676545801,3588.2725343359707,6475.462431273182,4475884.720216307,19107.73804274257,37546.475330302375,0.06,0.161,0.15,7.44919377345523e-08,6.164581916870649e-09,3.3236337478645824e-08,3.5091018339035835e-08,2.4443049824074597e-09,0.0,0.7320107488326169,0.3105671698147201,0.5480637342639967,52.442908769000496,750,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
3,1090.0,1776.0,686.0,4475884.720216307,19107.73804274257,37546.475330302375,4018765.132981701,6771.280825806074,14104.356738141125,0.06,0.161,0.15,2.4008143535586627e-08,1.1928639133391734e-08,3.940732580877997e-09,8.138771821316895e-09,2.785340512901433e-09,0.0,4.538375634143823,0.1444175501726708,0.3861402998460885,52.00649864300067,750,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
4,1776.0,2736.4,960.3999999999996,4018765.132981701,6771.280825806074,14104.356738141125,4300097.369971015,3547.0307007926563,7027.099501518428,0.06,0.161,0.15,1.2019506251493129e-08,2.3877182881844413e-09,2.9345433669555924e-09,6.697244596353093e-09,4.5307004526288494e-10,0.0,2.0394019274691866,0.0391983539342343,0.1073787934883121,51.93630993400075,750,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
5,2736.4,4080.959999999999,1344.5599999999995,4300097.369971015,3547.0307007926563,7027.099501518428,4263292.5660903305,7774.079878737229,15571.510630590752,0.06,0.161,0.15,1.273151295698797e-07,6.681940088384478e-08,1.2885078305000444e-08,4.7610650381034505e-08,5.5772465734047885e-09,0.0,9.017181676373603,0.1067576400550543,0.4560650827338583,51.84039820499856,751,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
6,4080.959999999999,5963.343999999998,1882.383999999999,4263292.5660903305,7774.079878737229,15571.510630590752,4273221.634611545,5989.851224873209,11952.87991189114,0.06,0.161,0.15,1.0181585078598396e-07,4.6484833167852594e-08,1.9114991806229477e-08,3.6216025811901895e-08,1.408198434495521e-07,0.0,8.349737452362726,0.1573272241626303,0.3976729078728279,49.67729307399895,751,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
7,5963.343999999998,8598.681599999996,2635.337599999998,4273221.634611545,5989.851224873209,11952.87991189114,4263336.975328781,6301.82997059807,12600.691907248472,0.06,0.161,0.15,1.431120229529055e-07,5.8710089269553445e-08,2.4868694007379908e-08,5.953323967597216e-08,1.2087719014729713e-07,0.0,9.060738964084909,0.1536241305858179,0.4439206553680836,49.63051371199981,750,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
8,8598.681599999996,11598.681599999996,3000.0,4263336.975328781,6301.82997059807,12600.691907248472,4260438.491663225,6242.406016289513,12486.29605429502,0.06,0.161,0.15,7.347628660053065e-09,4.645122434897847e-09,1.01875039472504e-09,1.6837558304301776e-09,5.0880505646992065e-09,0.0,2.575974933072061,0.03224685134548,0.077315003745904,50.40024106700002,751,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
9,11598.681599999996,14598.681599999996,3000.0,4260438.491663225,6242.406016289513,12486.29605429502,4261212.967096797,6235.497909246973,12470.839106254663,0.06,0.161,0.15,1.649061418333861e-09,1.1170565699909013e-10,1.0534329963966396e-09,4.839227649381312e-10,3.7580228037309016e-10,0.0,0.3994676008191397,0.0325813816688177,0.041169241931204,50.83341491200008,751,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
10,14598.681599999996,17598.681599999996,3000.0,4261212.967096797,6235.497909246973,12470.839106254663,4261394.145843217,6233.613291971281,12466.753135349223,0.06,0.161,0.15,3.9100434696683637e-10,3.1884133008445584e-11,2.78706344718119e-10,8.041386924027176e-11,1.6564722131889365e-11,0.0,0.2133270266813778,0.0167545672100599,0.0167683995861745,50.58102935500028,750,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
11,17598.681599999996,20000.0,2401.318400000004,4261394.145843217,6233.613291971281,12466.753135349223,4261106.454372583,6236.202131573138,12472.494061109868,0.06,0.161,0.15,2.1717758767161943e-10,2.0796951310420123e-11,1.4808335759325036e-10,4.829727876794895e-11,6.314468779443103e-11,0.0,0.1722732546132092,0.0122154802308384,0.0129991278961014,33.18497219799974,30,EE,1e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed1
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993756.335008375,478.8750335938689,855.6226518311591,0.06,0.161,0.15,3.438700960613111e-05,1.1283403260421902e-05,7.318011720282534e-06,1.5785594625426675e-05,8.050460562551869e-07,0.0,0.4600751785352652,0.0906708015366018,0.1613558500617823,52.54974617999869,622,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
1,250.0,600.0,350.0,4993756.335008375,478.8750335938689,855.6226518311591,4943434.333678048,3584.3709131092933,6468.185497164588,0.06,0.161,0.15,9.636438914975956e-08,2.762599866910585e-08,2.4751697787849106e-08,4.398669269280462e-08,6.091294766284701e-09,0.0,0.1896944589080097,0.0358475054389932,0.0791297396680622,56.04636459099856,751,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
2,600.0,1090.0,490.0,4943434.333678048,3584.3709131092933,6468.185497164588,4476348.468308072,19085.780257789047,37499.84640613772,0.06,0.161,0.15,2.6637775957553883e-08,4.178464086194484e-09,1.6252453760013306e-08,6.206858111346091e-09,5.592159325539587e-10,0.0,0.7529688953113942,0.2119364484960849,0.2177462474509707,56.36948615700021,750,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
3,1090.0,1776.0,686.0,4476348.468308072,19085.780257789047,37499.84640613772,4019086.156372715,6774.170103573042,14109.635267928808,0.06,0.161,0.15,3.954435224838357e-08,2.7937402678784202e-08,3.2301625482903607e-09,8.37678702130901e-09,6.514344310499204e-09,0.0,5.566395583551461,0.1577389940028458,0.4802289740077883,55.56915564399969,750,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
4,1776.0,2736.4,960.3999999999996,4019086.156372715,6774.170103573042,14109.635267928808,4300702.987935123,3545.675419908381,7023.763602540013,0.06,0.161,0.15,1.4632554049800544e-08,1.8935705491893703e-09,4.996644812145474e-09,7.742338688465699e-09,6.67739479876518e-10,0.0,1.858194586920413,0.0514160830047931,0.1183374713422844,55.31470930499927,751,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
5,2736.4,4080.959999999999,1344.5599999999995,4300702.987935123,3545.675419908381,7023.763602540013,4266185.310307781,7790.262356087128,15598.94671622159,0.06,0.161,0.15,2.9616335236208854e-07,1.806417426016239e-07,1.8022056625551813e-08,9.749955313491285e-08,1.21299949508671e-08,0.0,14.600937241013131,0.1285719765361858,0.5887809842702051,56.28106797699911,750,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
6,4080.959999999999,5963.343999999998,1882.383999999999,4266185.310307781,7790.262356087128,15598.94671622159,4277549.617724362,5924.605549547296,11813.719608586644,0.06,0.161,0.15,3.2777645736023635e-08,1.4050897162559865e-08,4.5249757187182e-09,1.4201772854745565e-08,2.382932426433688e-09,0.0,4.5961788716716585,0.0699274915328782,0.2276600468557551,52.55725111900029,750,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
7,5963.343999999998,8598.681599999996,2635.337599999998,4277549.617724362,5924.605549547296,11813.719608586644,4261097.367013568,6123.658238790322,12245.686917172094,0.06,0.161,0.15,5.6110074969617946e-08,2.4980029052354043e-08,9.293550177235438e-09,2.1836495740028463e-08,6.685177072708156e-08,0.0,5.9476758824496825,0.0955704281138852,0.2769127905070465,56.35334436899939,750,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
8,8598.681599999996,11598.681599999996,3000.0,4261097.367013568,6123.658238790322,12245.686917172094,4262424.846875352,6229.551119822456,12456.467671107634,0.06,0.161,0.15,1.9732274055301235e-08,1.4653860157287381e-08,1.5661427706618976e-09,3.512271127351958e-09,2.4978252058481652e-09,0.0,4.566801677114019,0.0393074731809736,0.1097716257105059,52.51878609899904,751,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
9,11598.681599999996,14598.681599999996,3000.0,4262424.846875352,6229.551119822456,12456.467671107634,4261174.000134064,6237.944173582297,12475.938626291098,0.06,0.161,0.15,1.1621695293433178e-09,1.994771693367447e-10,4.6137288413674166e-10,5.013194758698313e-10,1.2919985379643716e-09,0.0,0.5332847929271294,0.0215556107940341,0.0418538657094859,53.98928748600156,751,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
10,14598.681599999996,17598.681599999996,3000.0,4261174.000134064,6237.944173582297,12475.938626291098,4261073.668711236,6233.579607593701,12467.39219053932,0.06,0.161,0.15,6.310934092595851e-10,2.788646421569625e-11,4.4523146063825743e-10,1.5797548440563134e-10,6.514314950591187e-11,0.0,0.199521615827389,0.0211840762305302,0.0235114305714395,53.47715467799935,750,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
11,17598.681599999996,20000.0,2401.318400000004,4261073.668711236,6233.579607593701,12467.39219053932,4261164.761105838,6234.423141653718,12468.792311635529,0.06,0.161,0.15,6.326636017498692e-10,4.1511952720031956e-11,4.629711671680759e-10,1.281804818617615e-10,5.899993522432223e-11,0.0,0.2434228455669084,0.0215955736692175,0.0211739519229232,54.26427483899897,750,EE,1e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m1e-6_seed2
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993835.313419932,463.9961854314273,829.3968742029978,0.06,0.161,0.15,2.1120018693888693e-05,4.62455045055276e-06,7.426271141586964e-06,9.069197101748968e-06,5.949663222587677e-07,0.0,0.1990952006388725,0.0880397781890452,0.1444386708330492,50.52683235999939,622,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
1,250.0,600.0,350.0,4993835.313419932,463.9961854314273,829.3968742029978,4949615.610319365,2951.2093991156808,5411.128626076135,0.06,0.161,0.15,1.5472553692689006e-07,3.4200926188627434e-08,1.0035807570196597e-07,2.016653503629663e-08,1.0301643981841385e-07,0.0,0.1705397285440301,0.0507595076026428,0.0530210731270434,50.9010518110008,751,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
2,600.0,1090.0,490.0,4949615.610319365,2951.2093991156808,5411.128626076135,4704842.236363336,8634.381979296402,17159.01347550807,0.06,0.161,0.15,1.1873266766564742e-07,1.3183129413201784e-08,4.6895353979284854e-08,5.8654184273160796e-08,9.081968564022618e-09,0.0,1.2975889135166716,0.1880919267218018,0.3810452988819032,54.53180462800083,751,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
3,1090.0,1776.0,686.0,4704842.236363336,8634.381979296402,17159.01347550807,4456468.094547094,6202.399145720874,12556.159689100788,0.06,0.161,0.15,9.255231656887193e-09,7.181474771328213e-09,7.267994625671971e-10,1.3469574229917811e-09,7.566993376151676e-10,0.0,1.868525770396099,0.0343530260960142,0.0873766543213816,54.31517804800024,750,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
4,1776.0,2736.4,960.3999999999996,4456468.094547094,6202.399145720874,12556.159689100788,4440244.205061935,4622.183846828574,9256.583487278114,0.06,0.161,0.15,1.0186843935076076e-08,3.676086933070167e-09,2.099725867416538e-09,4.411031134589372e-09,4.2732155103603266e-10,0.0,1.8109897734298648,0.0404959140591869,0.109523754041213,53.21827017199939,750,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
5,2736.4,4080.959999999999,1344.5599999999995,4440244.205061935,4622.183846828574,9256.583487278114,4459544.894910329,4749.920011821711,9493.474003487272,0.06,0.161,0.15,3.0851351901077447e-08,5.4557082840251925e-09,9.52938044388956e-09,1.5866263173162697e-08,5.8501180076712035e-08,0.0,2.1626425133345,0.0728386963401864,0.1752982602191167,51.84817479499907,751,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
6,4080.959999999999,5963.343999999998,1882.383999999999,4459544.894910329,4749.920011821711,9493.474003487272,4457609.618185771,4805.648005309653,9612.158425351932,0.06,0.161,0.15,8.729616118998477e-09,1.477834976585438e-09,2.1841083887925656e-09,5.067672753620474e-09,8.636447911047003e-09,0.0,1.1127220871946946,0.0358693208728781,0.10165681654364,51.88487891600016,751,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
7,5963.343999999998,8598.681599999996,2635.337599999998,4457609.618185771,4805.648005309653,9612.158425351932,4457274.424510755,4787.392365832012,9574.596373337048,0.06,0.161,0.15,7.682861195280214e-10,2.280704861523384e-10,3.1921110705016977e-10,2.210045263255133e-10,9.617619291481535e-11,0.0,0.4384114856626588,0.0137923088513873,0.0213977619968158,53.900557635999576,750,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
8,8598.681599999996,11598.681599999996,3000.0,4457274.424510755,4787.392365832012,9574.596373337048,4457351.996754741,4790.650056718459,9581.208511249177,0.06,0.161,0.15,2.0436451196113796e-09,1.2663367308645263e-10,1.4758637649704296e-09,4.4114768155449744e-10,9.003580161826805e-11,0.0,0.3266357438427321,0.0296225556795193,0.0301778828932185,51.48178332700081,750,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
9,11598.681599999996,14598.681599999996,3000.0,4457351.996754741,4790.650056718459,9581.208511249177,4457541.55908073,4791.936978524903,9583.53086764113,0.06,0.161,0.15,3.276325306997372e-09,1.1586232892665947e-10,2.3637531874133307e-09,7.967097906573819e-10,3.149978653419977e-10,0.0,0.312402347148474,0.037485463970714,0.040556699436267,53.31705736100048,750,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
10,14598.681599999996,17598.681599999996,3000.0,4457541.55908073,4791.936978524903,9583.53086764113,4457407.854011998,4790.285284696798,9580.433564399566,0.06,0.161,0.15,1.142951201903488e-09,1.7946422628504739e-10,8.000619308945288e-10,1.6342504472391177e-10,2.9985544506605833e-11,0.0,0.3888225280866677,0.0218190654358346,0.0183748931664853,54.51869181800066,751,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
11,17598.681599999996,20000.0,2401.318400000004,4457407.854011998,4790.285284696798,9580.433564399566,4457510.259266385,4789.79540667927,9579.33771440377,0.06,0.161,0.15,4.7257199548654e-10,1.5945881820375414e-10,2.203742706119374e-10,9.273890667084858e-11,4.7100643682616965e-11,0.0,0.3665455701460239,0.0114468736971366,0.0138345864963847,55.30062811600146,750,EE,6e-6,0,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed0
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993857.311127588,461.55940965303466,827.680417334591,0.06,0.161,0.15,6.453030170510536e-05,1.3953059075077636e-05,1.5977497109293453e-05,3.459974552073428e-05,2.605189846104176e-06,0.0,0.4057258118456335,0.1469268118648589,0.2559003182558429,49.77671540200026,631,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
1,250.0,600.0,350.0,4993857.311127588,461.55940965303466,827.680417334591,4949869.193539604,2936.0875576222816,5382.360835091931,0.06,0.161,0.15,1.1915309679648833e-07,1.6862123112760423e-08,3.2481648596597895e-08,6.980932508713e-08,6.495527296886713e-08,0.0,0.129418431661433,0.0346948324170375,0.063379581518288,51.62887538700125,750,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
2,600.0,1090.0,490.0,4949869.193539604,2936.0875576222816,5382.360835091931,4705265.458805667,8626.720434940162,17140.35906909585,0.06,0.161,0.15,4.432945338142724e-08,1.08839648863275e-08,1.4709623908699042e-08,1.8735864586400694e-08,5.506053801866451e-09,0.0,0.6767613411068196,0.1146770781415768,0.2100164253982438,51.98466636900048,750,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
3,1090.0,1776.0,686.0,4705265.458805667,8626.720434940162,17140.35906909585,4456616.843112309,6207.007395698614,12565.983430733617,0.06,0.161,0.15,1.0332394242900024e-08,6.718289859819373e-09,1.1825722155868495e-09,2.4315321674938013e-09,7.329737620404962e-10,0.0,2.0370144387098192,0.0421521333395775,0.10615400901115,50.03388364100101,751,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
4,1776.0,2736.4,960.3999999999996,4456616.843112309,6207.007395698614,12565.983430733617,4440260.077963449,4623.757730561401,9259.870988037985,0.06,0.161,0.15,1.1295571547978674e-08,1.3871912247565312e-09,1.4862285595856203e-09,8.422151763636523e-09,3.527579485879099e-10,0.0,1.120215522852982,0.0327062429487448,0.1430523358059301,49.49860499299939,750,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
5,2736.4,4080.959999999999,1344.5599999999995,4440260.077963449,4623.757730561401,9259.870988037985,4458855.968300104,4730.614328348552,9454.315786195051,0.06,0.161,0.15,5.7540595278734587e-08,1.1950301997112792e-08,1.2446667508943444e-08,3.314362577267834e-08,6.916406940755736e-08,0.0,3.1928514888625013,0.0834507730105726,0.2536316779919105,49.94808673400075,751,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
6,4080.959999999999,5963.343999999998,1882.383999999999,4458855.968300104,4730.614328348552,9454.315786195051,4457743.214646887,4807.158657590248,9615.163453830946,0.06,0.161,0.15,8.643290541008147e-09,1.7886013878185403e-09,1.7687395631098574e-09,5.085949590079749e-09,7.611021836943947e-09,0.0,1.2242949906458944,0.0321638147122859,0.1016168321237169,49.33642918799888,751,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
7,5963.343999999998,8598.681599999996,2635.337599999998,4457743.214646887,4807.158657590248,9615.163453830946,4457298.963635188,4792.020160061837,9584.177534049664,0.06,0.161,0.15,6.038594167967775e-10,1.242880875693685e-10,1.7419170318652915e-10,3.0537962604087995e-10,1.1325018822905186e-10,0.0,0.3236209613278499,0.0101843008877538,0.025123409114659,49.8343623669989,751,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
8,8598.681599999996,11598.681599999996,3000.0,4457298.963635188,4792.020160061837,9584.177534049664,4457325.79733943,4789.760429185205,9579.52064578918,0.06,0.161,0.15,9.863692105892024e-10,3.7915327934710965e-11,7.444613001060836e-10,2.039925825484079e-10,2.680209418602664e-11,0.0,0.1787380628467157,0.0210439866776847,0.0205265883409635,48.812192760999096,751,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
9,11598.681599999996,14598.681599999996,3000.0,4457325.79733943,4789.760429185205,9579.52064578918,4457273.89016971,4789.780896587336,9579.645713152451,0.06,0.161,0.15,8.938729963576847e-10,2.513116130995037e-11,6.51147375517392e-10,2.1759445953034208e-10,3.736050725704662e-11,0.0,0.1455156209181666,0.0196804425666892,0.0211991035837817,49.91699892499855,751,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
10,14598.681599999996,17598.681599999996,3000.0,4457273.89016971,4789.780896587336,9579.645713152451,4457293.471162044,4789.677354390349,9579.388497498829,0.06,0.161,0.15,3.4797115466390366e-10,1.0963854017803905e-11,2.533482510329761e-10,8.365904961312359e-11,1.9018522456919173e-11,0.0,0.0961146144071443,0.0122753938889805,0.0131441096335028,50.06054358599977,751,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
11,17598.681599999996,20000.0,2401.318400000004,4457293.471162044,4789.677354390349,9579.388497498829,4457305.233644949,4790.221470671783,9580.47703095274,0.06,0.161,0.15,1.7203482216171043e-10,1.3964882137590472e-11,1.2311963932290147e-10,3.4950300701218516e-11,1.2696168754189683e-11,0.0,0.1084751903625926,0.0085571271082827,0.0084954622993637,33.9416417350003,56,EE,6e-6,1,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed1
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.0,4993855.895518987,460.94404976732034,826.8109731031387,0.06,0.161,0.15,3.9817552133094455e-05,1.0345929443016964e-05,9.169314690979628e-06,2.030230799909786e-05,1.0762282953064531e-06,0.0,0.5087414305643028,0.1086573837462374,0.2068090941822074,51.21562111200001,622,EE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed2
1,250.0,600.0,350.0,4993855.895518987,460.94404976732034,826.8109731031387,4949821.575488796,2938.342415200512,5386.727288386976,0.06,0.161,0.15,1.898077182803609e-07,2.352832987526104e-08,7.016255043440237e-08,9.61168379706975e-08,1.9380126648998878e-07,0.0,0.1821878926345492,0.0430139345124632,0.0690830175757166,50.517337774001135,750,EE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed2
2,600.0,1090.0,490.0,4949821.575488796,2938.342415200512,5386.727288386976,4705294.623037503,8621.954679827553,17130.17841172145,0.06,0.161,0.15,2.241758721190612e-08,8.899191457686046e-09,8.007541200476053e-09,5.510854553744019e-09,5.920007577077158e-10,0.0,0.6965329404104545,0.0776929069419086,0.106898004994769,52.78487390599912,750,EE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed2
3,1090.0,1776.0,686.0,4705294.623037503,8621.954679827553,17130.17841172145,4456650.292005991,6203.515305136542,12558.180419894195,0.06,0.161,0.15,1.4677472577417302e-08,1.0050150278130776e-08,2.388802142371694e-09,2.238520156914833e-09,2.484613938718097e-09,0.0,1.8971586926680235,0.0612987581540328,0.1172620556010237,51.88850410100167,750,EE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed2
4,1776.0,2736.4,960.3999999999996,4456650.292005991,6203.515305136542,12558.180419894195,4440253.705801835,4622.839053520417,9257.950218863534,0.06,0.161,0.15,6.076610368617715e-09,1.6222428561433735e-09,1.693479030500141e-09,2.7608884819742003e-09,6.129448107790758e-11,0.0,1.2071649142131395,0.0334301899077008,0.081510182887428,53.710274811999625,751,EE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed2
5,2736.4,4080.959999999999,1344.5599999999995,4440253.705801835,4622.839053520417,9257.950218863534,4459469.955486724,4744.2192726977455,9481.737130967487,0.06,0.161,0.15,3.559216918195142e-08,7.846251963482676e-09,9.411938021930036e-09,1.8333979196538713e-08,5.3321135063765135e-08,0.0,2.589548831451487,0.0725696932850062,0.1887156127175061,51.26311014100065,751,EE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed2
6,4080.959999999999,5963.343999999998,1882.383999999999,4459469.955486724,4744.2192726977455,9481.737130967487,4457789.3534499705,4806.787661346959,9614.235351624926,0.06,0.161,0.15,8.781202199035134e-09,1.711008749558136e-09,2.772040995467742e-09,4.298152454009256e-09,8.912905133892542e-09,0.0,1.1974006471771557,0.0403553943739956,0.0937111652728912,51.20911584100031,751,EE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed2
7,5963.343999999998,8598.681599999996,2635.337599999998,4457789.3534499705,4806.787661346959,9614.235351624926,4457088.460691337,4786.447455936358,9572.92207738052,0.06,0.161,0.15,7.650077550146092e-10,3.8349331023559525e-10,1.5929126612933622e-10,2.222231786496777e-10,1.8808754669142447e-10,0.0,0.5684185969035017,0.0097469626114406,0.0214629078660435,50.67066718299975,751,EE,6e-6,2,/Users/Zia/users/zia/downloads/NSSR-Project/SEI_Model/sei_publication_seeds012/EE_m6e-6_seed2
