window,t0,t1,width,S0,E0,I0,S1,E1,I1,transformed_scale_S,transformed_scale_E,transformed_scale_I,physics,res_S,res_E,res_I,endpoint_physics,bound,abs_rms_res_S_people_per_time,abs_rms_res_E_people_per_time,abs_rms_res_I_people_per_time,train_seconds,lbfgs_function_evals
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.00000000000001,4999276.853170519,0.7827123109728178,2.3905643110198027,0.06,0.26,0.15000000000000002,7.620000871652816e-05,1.6702830852386613e-05,2.08013437779108e-05,3.869583408623075e-05,1.7622179515209475e-06,0.0,0.16167549001433623,0.054750101011041274,0.08322582649531425,50.30185941499985,624
1,250.0,600.0,350.0,4999276.853170519,0.7827123109728178,2.3905643110198027,4999484.244748901,0.001934205448305595,0.0058943052414772434,0.06,0.26,0.15000000000000002,3.6543155026176126e-07,2.858529784060303e-09,2.1084108811214052e-07,1.5173193236556046e-07,4.544382937742168e-07,0.0,0.0020289840840479294,6.539423689063343e-05,3.9004464715565726e-05,55.351131536999674,750
2,600.0,1090.0,490.0,4999484.244748901,0.001934205448305595,0.0058943052414772434,4999683.611635913,4.290948583383172e-07,1.3068695333033727e-06,0.06,0.26,0.15000000000000002,3.591018156034809e-07,1.225322940036851e-08,4.319652092637133e-08,3.0365206527674104e-07,2.0984779441106827e-07,0.0,0.0027974592567624563,2.319433045213821e-08,1.0457283952268303e-07,56.37137300299946,750
3,1090.0,1776.0,686.0,4999683.611635913,4.290948583383172e-07,1.3068695333033727e-06,4999840.68676391,4.982071048924673e-09,1.359757485446411e-08,0.06,0.26,0.15000000000000002,9.997603800695459e-07,1.914684019378022e-09,6.344992606674965e-07,3.6334643538267135e-07,7.089150782509712e-08,0.0,0.0006527949271731751,4.179574030077197e-10,2.3276931134737567e-10,54.59562214400012,750
4,1776.0,2736.3999999999996,960.3999999999996,4999840.68676391,4.982071048924673e-09,1.359757485446411e-08,4999939.018433344,2.8407444470689244e-09,7.744923133477203e-09,0.06,0.26,0.15000000000000002,1.6285641018769187e-08,3.468918047592403e-10,6.892055965764148e-09,9.046693248245799e-09,9.852764119258255e-11,0.0,0.0001554924104918114,4.711417420240171e-10,2.1158679108623255e-10,51.65636811100012,687
5,2736.3999999999996,4080.959999999999,1344.5599999999995,4999939.018433344,2.8407444470689244e-09,7.744923133477203e-09,4999984.104704686,2.089424994727966e-09,5.701144731934801e-09,0.06,0.26,0.15000000000000002,4.5709922198089916e-08,4.3496848630472084e-10,1.4990120655492053e-08,3.028483305629314e-08,3.881331436293924e-10,0.0,6.44936148027804e-05,4.035954436892379e-10,1.8510540933641363e-10,55.78947538899956,700
6,4080.959999999999,5963.343999999998,1882.383999999999,4999984.104704686,2.089424994727966e-09,5.701144731934801e-09,4999997.580076802,1.5269380757324073e-09,4.1704029989108725e-09,0.06,0.26,0.15000000000000002,2.12766959127538e-08,8.394490100874625e-10,1.252657220379263e-08,7.910674698873709e-09,1.9741534402539571e-10,0.0,1.3940452718999806e-05,3.458066214113209e-10,1.6092390330769424e-10,56.43771843600007,712
7,5963.343999999998,8598.681599999996,2635.337599999998,4999997.580076802,1.5269380757324073e-09,4.1704029989108725e-09,4999999.826362507,1.1167627665749215e-09,3.032038768345534e-09,0.06,0.26,0.15000000000000002,4.862000841900512e-08,6.61241880431198e-10,1.573817001467439e-08,3.222059652389954e-08,8.69399520252327e-10,0.0,1.502068176883648e-06,2.973762235360735e-10,1.3945145268599185e-10,56.71363738200034,750
8,8598.681599999996,11598.681599999996,3000.0,4999999.826362507,1.1167627665749215e-09,3.032038768345534e-09,4999999.991350027,9.799399213737932e-10,2.684726484235209e-09,0.06,0.26,0.15000000000000002,1.1659802154145895e-07,1.2063908759383755e-09,7.741795626722497e-08,3.797367439829561e-08,2.4790727634398083e-09,0.0,2.6514223193610486e-07,2.803124948014558e-10,1.3188477914829054e-10,57.756757741,706
9,11598.681599999996,14598.681599999996,3000.0,4999999.991350027,9.799399213737932e-10,2.684726484235209e-09,4999999.999568319,9.78501067782444e-10,2.6659002436425704e-09,0.06,0.26,0.15000000000000002,4.797506432567782e-08,1.3460210110057346e-09,1.575305667945021e-08,3.087598663522188e-08,1.0829322859249133e-09,0.0,1.589108642719718e-08,2.805630317819056e-10,1.3180412700047264e-10,56.40115836700079,750
10,14598.681599999996,17598.681599999996,3000.0,4999999.999568319,9.78501067782444e-10,2.6659002436425704e-09,4999999.99997821,9.786714695885397e-10,2.6715257402129897e-09,0.06,0.26,0.15000000000000002,2.444055724131732e-08,1.3982565839290888e-09,1.0810350117627326e-08,1.2231950539760905e-08,2.640242061197694e-10,0.0,6.577716666736609e-10,2.8061133291770245e-10,1.317666965216551e-10,51.358318163999684,620
11,17598.681599999996,20000.0,2401.3184000000037,4999999.99997821,9.786714695885397e-10,2.6715257402129897e-09,4999999.999997682,1.2110048878026465e-09,3.31250124778931e-09,0.06,0.26,0.15000000000000002,5.2736450203219894e-08,2.2223637257793705e-09,2.4490032463211247e-08,2.6024054014229276e-08,8.568428879143086e-10,0.0,2.993699086284111e-11,3.099992130673153e-10,1.4496222244183758e-10,53.67114247899917,733
