component,rel_l2,r2,rmse,nrmse,max_abs_error,regime,d,R0,m_label,m,seed
S,0.0008707617305689829,0.9998783530496202,3807.072345406143,0.0031462048913335513,16451.0837598769,EE,0.001,1.188118811881188,m=0,0.0,2
E,0.011455559175486376,0.9996670228335314,98.23838785637962,0.0037326809372885523,391.4189387181268,EE,0.001,1.188118811881188,m=0,0.0,2
I,0.011609252412735442,0.9996588646071175,197.97223501109423,0.0037626306264888507,780.7564917882883,EE,0.001,1.188118811881188,m=0,0.0,2
