window,t0,t1,width,S0,E0,I0,S1,E1,I1,transformed_scale_S,transformed_scale_E,transformed_scale_I,physics,res_S,res_E,res_I,endpoint_physics,bound,abs_rms_res_S_people_per_time,abs_rms_res_E_people_per_time,abs_rms_res_I_people_per_time,train_seconds,lbfgs_function_evals
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.00000000000001,4993813.970029857,472.68670040519726,844.2946451776146,0.06,0.161,0.15000000000000002,2.2370759669735162e-05,6.517943474923774e-06,6.94054238701943e-06,8.912273807791958e-06,7.29189317215878e-07,0.0,0.46008241627055513,0.09243218355951659,0.13664406333169907,53.144055667999964,623
1,250.0,600.0,350.0,4993813.970029857,472.68670040519726,844.2946451776146,4944140.019896399,3538.8766284386243,6385.249277315603,0.06,0.161,0.15000000000000002,1.0010000341208027e-07,3.329218230357502e-08,3.1197608974004304e-08,3.561021213450094e-08,1.5455966560503193e-08,0.0,0.1788317549019389,0.031068159927760946,0.04618037018636292,51.87559457000043,750
2,600.0,1090.0,490.0,4944140.019896399,3538.8766284386243,6385.249277315603,4480087.013586942,19061.379273950366,37429.92828894621,0.06,0.161,0.15000000000000002,7.026555826206282e-08,5.628352553452662e-09,3.529911267561046e-08,2.9338093032999703e-08,2.2313819241584955e-09,0.0,1.2440513964683295,0.3044584398685278,0.41556490904882215,57.15070973999991,750
3,1090.0,1776.0,686.0,4480087.013586942,19061.379273950366,37429.92828894621,4019001.4972752654,6811.017169071305,14187.023882282208,0.06,0.161,0.15000000000000002,5.775471341571947e-08,3.0657013808546234e-08,7.54696227460758e-09,1.9550737332565656e-08,2.0425851962188708e-09,0.0,6.997465594699675,0.24677679241993727,0.599948492070289,52.656274428999495,750
4,1776.0,2736.3999999999996,960.3999999999996,4019001.4972752654,6811.017169071305,14187.023882282208,4299589.461383091,3542.6679572443413,7018.9653965646485,0.06,0.161,0.15000000000000002,3.158394595304456e-08,5.850118382278588e-09,9.512014034667517e-09,1.6221813536098456e-08,2.2449569446178488e-10,0.0,3.333528856069795,0.06920535818021241,0.17563154914323584,52.36799204900035,750
5,2736.3999999999996,4080.959999999999,1344.5599999999995,4299589.461383091,3542.6679572443413,7018.9653965646485,4264045.885833911,7773.755921276636,15570.119364490505,0.06,0.161,0.15000000000000002,1.514526594973044e-07,1.2033328985462415e-07,7.812464220262565e-09,2.33069054224177e-08,1.3609276066247456e-09,0.0,11.925236208755846,0.09561634922017162,0.3009338770073019,54.310713106999174,739
6,4080.959999999999,5963.343999999998,1882.383999999999,4264045.885833911,7773.755921276636,15570.119364490505,4269362.311618387,5946.454508754156,11873.059590320207,0.06,0.161,0.15000000000000002,1.571048395351095e-07,9.030197455472586e-08,1.9734072784815263e-08,4.706879219556838e-08,1.0584412531153861e-07,0.0,11.688293626547742,0.1537629824844562,0.43026269674859996,50.149104353999064,751
7,5963.343999999998,8598.681599999996,2635.337599999998,4269362.311618387,5946.454508754156,11873.059590320207,4260328.484467171,6328.415038597739,12660.415092940248,0.06,0.161,0.15000000000000002,9.461765799224758e-08,3.879486765044657e-08,1.461784666692847e-08,4.1204943674872544e-08,5.013024703541085e-08,0.0,7.379060912569636,0.11924813358120029,0.3702687733556094,52.90386962800039,750
8,8598.681599999996,11598.681599999996,3000.0,4260328.484467171,6328.415038597739,12660.415092940248,4260038.358364261,6246.443850542116,12494.990494964564,0.06,0.161,0.15000000000000002,1.694853942169262e-08,1.0737787684476019e-08,2.5176999154598e-09,3.693051821756802e-09,2.33718032211444e-09,0.0,3.9208878597564603,0.05068437112740694,0.11476934898549607,50.57283245299914,751
9,11598.681599999996,14598.681599999996,3000.0,4260038.358364261,6246.443850542116,12494.990494964564,4261691.507364326,6231.857905001502,12462.574293061041,0.06,0.161,0.15000000000000002,1.3000242191991926e-09,2.397340073980962e-10,6.958040084715733e-10,3.644862033295233e-10,6.871940362018109e-10,0.0,0.585132921351294,0.026454795008341966,0.035699997374887646,51.083568101999845,751
10,14598.681599999996,17598.681599999996,3000.0,4261691.507364326,6231.857905001502,12462.574293061041,4261127.409089714,6236.711420956961,12473.52885328851,0.06,0.161,0.15000000000000002,1.2200197091086031e-09,5.4472242611650234e-11,7.945682409269155e-10,3.7097922557003726e-10,2.677001655623335e-10,0.0,0.27877783871126366,0.02829157806376757,0.03601343476604335,50.735058452000885,751
11,17598.681599999996,20000.0,2401.3184000000037,4261127.409089714,6236.711420956961,12473.52885328851,4261087.533865512,6234.76803163461,12469.586901638668,0.06,0.161,0.15000000000000002,3.8802396356246727e-10,3.705525093223112e-11,2.743792635638833e-10,7.658944906635285e-11,3.914457871056467e-11,0.0,0.22999255792339837,0.016630022981067295,0.0163716386154533,36.423122352000064,151
