window,t0,t1,width,S0,E0,I0,S1,E1,I1,transformed_scale_S,transformed_scale_E,transformed_scale_I,physics,res_S,res_E,res_I,endpoint_physics,bound,abs_rms_res_S_people_per_time,abs_rms_res_E_people_per_time,abs_rms_res_I_people_per_time,train_seconds,lbfgs_function_evals
0,0.0,250.0,250.0,4999700.0,200.00000000000003,100.00000000000001,4999280.765634349,0.8032728240565082,2.4472344937292436,0.06,0.26,0.15000000000000002,3.18002549028831e-05,3.718781698687178e-06,7.2491750923049605e-06,2.0832298111890963e-05,8.168945071329365e-07,0.0,0.07655902239006586,0.0393206803181271,0.06907056307724366,50.66177405299999,627
1,250.0,600.0,350.0,4999280.765634349,0.8032728240565082,2.4472344937292436,4999486.688991034,0.0019630496684627068,0.005981406278058232,0.06,0.26,0.15000000000000002,2.1465111545668676e-07,3.4780927609354398e-09,4.987200627844391e-08,1.613010164173074e-07,5.333704814385132e-08,0.0,0.0021957773248331178,1.3791031230144e-05,1.5037264022724633e-05,50.81603948700001,750
2,600.0,1090.0,490.0,4999486.688991034,0.0019630496684627068,0.005981406278058232,4999685.4377938025,4.384032831311801e-07,1.3354809645676632e-06,0.06,0.26,0.15000000000000002,5.142183583678478e-07,3.0572001674140625e-09,7.546801672816456e-08,4.3569314147226917e-07,2.1178579592399498e-07,0.0,0.0013680069703578923,2.369711638510265e-08,5.846660947267355e-08,50.53675063400004,750
3,1090.0,1776.0,686.0,4999685.4377938025,4.384032831311801e-07,1.3354809645676632e-06,4999841.575468372,4.995373235740745e-09,1.3623847168854975e-08,0.06,0.26,0.15000000000000002,7.426762311176971e-07,9.230662857850829e-10,4.391625344946006e-07,3.025906303373114e-07,5.149512973643645e-08,0.0,0.00040716023064548876,4.1837641183704886e-10,2.33246281262495e-10,52.629315209000026,750
4,1776.0,2736.3999999999996,960.3999999999996,4999841.575468372,4.995373235740745e-09,1.3623847168854975e-08,4999939.371244136,2.8362739992628644e-09,7.74521377679013e-09,0.06,0.26,0.15000000000000002,8.359195552942285e-08,4.981145267926746e-10,3.3640090690416963e-08,4.9453750312213215e-08,5.892929727644207e-10,0.0,0.00016843877269100428,4.712464750249034e-10,2.1166457175200838e-10,50.55668798100004,694
5,2736.3999999999996,4080.959999999999,1344.5599999999995,4999939.371244136,2.8362739992628644e-09,7.74521377679013e-09,4999984.1963047795,2.093777832634469e-09,5.7105382089885795e-09,0.06,0.26,0.15000000000000002,6.217628146098532e-08,6.965569543250713e-10,2.0415507716147594e-08,4.106421679051266e-08,2.007517380589945e-10,0.0,7.992859239391845e-05,4.0365022614684204e-10,1.8513234136226353e-10,52.057648883999946,750
6,4080.959999999999,5963.343999999998,1882.383999999999,4999984.1963047795,2.093777832634469e-09,5.7105382089885795e-09,4999997.594972611,1.529093402708002e-09,4.181551987558567e-09,0.06,0.26,0.15000000000000002,4.0884331625008625e-08,8.720987235730669e-10,2.1729969012004796e-08,1.8282263889430767e-08,1.0287278861535828e-09,0.0,2.0181177344493246e-05,3.460993441649271e-10,1.6099205115127531e-10,50.10865332499998,688
7,5963.343999999998,8598.681599999996,2635.337599999998,4999997.594972611,1.529093402708002e-09,4.181551987558567e-09,4999999.827496832,1.1057264099191921e-09,3.0285713062618027e-09,0.06,0.26,0.15000000000000002,1.9332651476694893e-08,2.009903433918882e-09,1.1114526210417342e-08,6.208221832358667e-09,6.338768742304189e-10,0.0,5.475574148637394e-06,2.971543297680757e-10,1.3947405816119627e-10,49.66567455800009,649
8,8598.681599999996,11598.681599999996,3000.0,4999999.827496832,1.1057264099191921e-09,3.0285713062618027e-09,4999999.991405426,9.872742472786355e-10,2.671062894555283e-09,0.06,0.26,0.15000000000000002,4.118951764768084e-08,6.849263209335633e-10,2.0475647859651e-08,2.002894346709628e-08,2.037395992797512e-09,0.0,2.2462520434661995e-07,2.8047708975074397e-10,1.3175935746747513e-10,53.20849671600001,750
9,11598.681599999996,14598.681599999996,3000.0,4999999.991405426,9.872742472786355e-10,2.671062894555283e-09,4999999.999571409,9.801896970446289e-10,2.666148633024856e-09,0.06,0.26,0.15000000000000002,3.1304506782078566e-08,3.2801178560447963e-10,1.0019614080164383e-08,2.09568809163097e-08,4.4866077332026043e-10,0.0,5.800213059808291e-09,2.8069772396015293e-10,1.3192188162445934e-10,51.13878756899999,682
10,14598.681599999996,17598.681599999996,3000.0,4999999.999571409,9.801896970446289e-10,2.666148633024856e-09,4999999.9999784,9.794536137245698e-10,2.6648132524291757e-09,0.06,0.26,0.15000000000000002,7.791709500836691e-08,9.366538025259602e-10,3.472655559921132e-08,4.225388560662962e-08,9.638616569037072e-10,0.0,3.5883728584011087e-10,2.8050017854022054e-10,1.3187178833141061e-10,50.54472751100002,690
11,17598.681599999996,20000.0,2401.3184000000037,4999999.9999784,9.794536137245698e-10,2.6648132524291757e-09,4999999.999997696,1.2124362445040003e-09,3.312824230916013e-09,0.06,0.26,0.15000000000000002,2.6339318839394395e-08,7.855998178031634e-10,8.433434801734387e-09,1.7120284219856843e-08,1.6006849853477267e-10,0.0,2.005694520010445e-11,3.100455006202567e-10,1.450066539408476e-10,53.88135642299994,751
