component,rel_l2,r2,rmse,nrmse,max_abs_error,regime,d,R0,m_label,m,seed
S,2.2628882183726614e-07,0.9999790621228061,1.1314050197466305,0.001493590448130473,4.697041253559291,DFE,0.1,0.5999999999999999,m=0,0.0,0
E,0.007971617783065831,0.9999348317716726,0.06798724498454989,0.0003399362249227494,0.7115064772712287,DFE,0.1,0.5999999999999999,m=0,0.0,0
I,0.010344614419130416,0.9998884847048889,0.17124793964964366,0.0012001294262984773,1.826033782655358,DFE,0.1,0.5999999999999999,m=0,0.0,0
