component,rel_l2,r2,rmse,nrmse,max_abs_error,regime,d,R0,m_label,m,seed
S,2.0985433341579072e-07,0.9999819929600147,1.0492354165551967,0.0013851167076826176,3.347113427706063,DFE,0.1,0.5999999999999999,m=0,0.0,2
E,0.008498869729740751,0.9999259260806038,0.07248399937527314,0.0003624199968763657,0.9748885394410536,DFE,0.1,0.5999999999999999,m=0,0.0,2
I,0.011378710508605476,0.9998650751575021,0.18836668545759455,0.0013200999826010992,1.9032766999163755,DFE,0.1,0.5999999999999999,m=0,0.0,2
